Tipo Titulo;Vencimento do Titulo;Data Venda;PU;Quantidade;Valor
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;14/08/2003;1087.27;11.8;12829.77
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;15/08/2003;1090.6;26.4;28791.84
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;18/08/2003;1094.22;39.4;43112.25
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/08/2003;1095.7;45.2;49525.64
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;20/08/2003;1098.13;3.6;3953.26
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;21/08/2003;1099.62;19.8;21772.46
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;22/08/2003;1100.8;2.8;3082.25
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;25/08/2003;1101.6;1.2;1321.92
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/08/2003;1102.14;48;52902.72
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;27/08/2003;1102.68;8.4;9262.49
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;28/08/2003;1103.22;5.6;6178.01
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;29/08/2003;1126.48;19.2;21628.48
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;01/09/2003;1106.76;2.4;2656.23
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/09/2003;1107.32;12.6;13952.22
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;03/09/2003;1110.83;5;5554.15
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;04/09/2003;1112.4;135;150174
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;05/09/2003;1142.52;1.4;1599.53
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;08/09/2003;1116.89;7;7818.23
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;09/09/2003;1123.25;19.2;21566.4
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;10/09/2003;1120.03;98.6;110434.95
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;11/09/2003;1121.6;2.6;2916.16
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;12/09/2003;1124.94;6.6;7424.6
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;15/09/2003;1131.27;9.4;10633.93
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;16/09/2003;1133.99;7;7937.9
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;17/09/2003;1139.65;39.8;45358.07
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;18/09/2003;1142.39;44;50265.16
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/09/2003;1144.16;22.2;25400.34
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;22/09/2003;1147.66;30.2;34659.31
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;23/09/2003;1153.42;55.2;63668.76
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;24/09/2003;1158.28;93;107720.04
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;25/09/2003;1161.16;19.2;22294.26
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/09/2003;1162.05;46.2;53686.71
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/10/2003;1128.57;30.4;34308.51
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;03/10/2003;1130.12;47.6;53793.72
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;06/10/2003;1132.38;30.2;34197.88
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;07/10/2003;1133.07;26.2;29686.41
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;08/10/2003;1133.75;32.4;36733.5
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;09/10/2003;1135.46;57;64721.22
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;10/10/2003;1137.17;90.6;103027.6
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;13/10/2003;1138.16;68.2;77622.5
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;14/10/2003;1139.85;27.6;31459.86
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;15/10/2003;1142.57;30.4;34734.11
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;16/10/2003;1143.24;20.4;23322.09
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;17/10/2003;1143.91;43.8;50103.24
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;20/10/2003;1146.13;16.6;19025.76
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;21/10/2003;1146.8;68.6;78670.48
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;22/10/2003;1148.5;45.8;52601.3
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;23/10/2003;1150.41;14.2;16335.8
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;24/10/2003;1150.99;11.6;13351.48
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;27/10/2003;1151.93;205;236145.65
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;28/10/2003;1152.52;27.6;31809.53
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;29/10/2003;1154.14;32.6;37624.94
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;30/10/2003;1154.73;10.6;12240.14
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;31/10/2003;1156.36;28;32378.05
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;03/11/2003;1161.37;35.8;41577.02
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;04/11/2003;1159.76;52.2;60539.45
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;05/11/2003;1160.41;67.6;78443.69
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;06/11/2003;1163.07;9.2;10700.23
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;07/11/2003;1163.65;3.8;4421.87
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;10/11/2003;1162.49;38.2;44407.11
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;11/11/2003;1163.07;94.8;110259.01
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;12/11/2003;1162.61;11.6;13486.27
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;13/11/2003;1163.1;46.4;53967.84
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;14/11/2003;1163.65;0.2;232.73
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;17/11/2003;1164.57;2.6;3027.87
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;18/11/2003;1165.15;172.8;201337.92
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/11/2003;1165.72;23.4;27277.84
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;20/11/2003;1169.43;4;4677.72
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;21/11/2003;1172.41;10.2;11958.56
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;24/11/2003;1179.68;1;1179.68
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;25/11/2003;1181.33;52.8;62374.19
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/11/2003;1186.18;8.4;9963.91
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;27/11/2003;1198.58;29.6;35477.96
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;28/11/2003;1205.81;7.6;9164.18
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;01/12/2003;1209.21;34.8;42080.51
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/12/2003;1212.01;42.8;51873.98
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;04/12/2003;1218.7;75;91402.5
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;05/12/2003;1222.62;151.8;185593.7
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;08/12/2003;1226.92;162.6;199497.18
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;09/12/2003;1233.11;38;46858.18
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;10/12/2003;1235.96;4;4943.84
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;11/12/2003;1240.96;28.2;34995.05
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;12/12/2003;1241.54;35.4;43950.52
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;15/12/2003;1243.62;26.8;33328.98
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;16/12/2003;1244.21;55.6;69178.05
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;17/12/2003;1248.2;29.8;37196.36
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;18/12/2003;1249.93;58.4;72995.89
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/12/2003;1252.24;293.6;367657.65
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;22/12/2003;1253.29;181.2;227096.14
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;23/12/2003;1253.91;21.8;27335.23
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/12/2003;1254.78;50.6;63492
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;29/12/2003;1256.41;119;149512.77
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;30/12/2003;1258.18;30.2;37997.04
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/01/2004;1259.85;18.4;23181.26
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;05/01/2004;1260.87;31.8;40095.64
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;06/01/2004;1262.64;28.4;35858.98
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;07/01/2004;1263.3;35.2;44468.16
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;08/01/2004;1266.26;20.6;26084.93
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;09/01/2004;1272.69;68.6;87306.53
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;12/01/2004;1284.33;90;115589.7
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;13/01/2004;1293.26;58.6;75785.01
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;14/01/2004;1301.06;28.4;36950.09
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;15/01/2004;1304.35;22;28695.7
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;16/01/2004;1307.44;46.4;60665.21
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/01/2004;1309.85;49.2;64444.62
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;20/01/2004;1311.74;5.2;6821.03
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;21/01/2004;1313.63;22.4;29425.31
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;22/01/2004;1315.52;67.4;88666.03
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;23/01/2004;1318.63;34.6;45624.6
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/01/2004;1317.42;31.2;41103.49
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;27/01/2004;1320.95;4.4;5812.2
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;28/01/2004;1321.71;19.2;25376.83
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;29/01/2004;1321.25;70.8;93544.5
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;30/01/2004;1322.22;194.6;257304.14
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/02/2004;1325.93;14.6;19358.57
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;03/02/2004;1328.01;13.4;17795.32
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;04/02/2004;1328.45;18.4;24443.48
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;05/02/2004;1329.14;280.6;372956.64
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;06/02/2004;1329.83;202;268625.66
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;09/02/2004;1331.08;521.2;693758.9
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;10/02/2004;1331.77;37;49275.49
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;11/02/2004;1332.47;13.2;17588.59
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;12/02/2004;1333.16;17.8;23730.23
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;13/02/2004;1333.14;27.2;36261.41
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;16/02/2004;1334.21;124.2;165708.87
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;17/02/2004;1334.85;49.8;66475.53
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;18/02/2004;1335.49;31.2;41667.27
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/02/2004;1336.12;69.6;92993.94
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;20/02/2004;1336.76;30.6;40904.84
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;25/02/2004;1338.26;31;41486.03
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/02/2004;1341.2;7.8;10461.36
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;27/02/2004;1336.57;16.4;21919.81
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;01/03/2004;1343.59;91.2;122535.4
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/03/2004;1344.31;103.6;139270.5
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;03/03/2004;1344.81;60;80688.6
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;04/03/2004;1345.43;45.2;60813.42
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;05/03/2004;1346.04;26.8;36073.86
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;08/03/2004;1347.04;47.4;63849.69
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;09/03/2004;1347.66;40;53906.4
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;10/03/2004;1348.27;46.2;62290.07
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;11/03/2004;1348.89;16.6;22391.57
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;12/03/2004;1350.73;53.6;72399.11
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;15/03/2004;1353.54;6;8121.24
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;16/03/2004;1354.37;41.2;55800.01
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;17/03/2004;1355.21;20.2;27375.23
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;18/03/2004;1354.82;2.2;2980.6
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/03/2004;1356.88;22.8;30936.85
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;22/03/2004;1358.54;47.8;64938.21
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;23/03/2004;1360.62;113.2;154022.17
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;24/03/2004;1362.75;86;117196.5
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;25/03/2004;1363.65;26;35454.9
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/03/2004;1364.55;10.2;13918.41
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;29/03/2004;1367.62;8.4;11488
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/04/2004;1323.41;174.2;230537.99
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;05/04/2004;1325.7;41.8;55414.26
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;06/04/2004;1326.4;41.2;54647.68
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;07/04/2004;1327.1;32;42467.2
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;08/04/2004;1327.8;14.8;19651.44
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;12/04/2004;1331.32;350.6;466760.76
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;13/04/2004;1332.08;44;58611.52
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;14/04/2004;1334.1;19.4;25881.54
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;15/04/2004;1336.12;74;98872.85
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;16/04/2004;1336.89;61.4;82085.04
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/04/2004;1338.36;34.2;45771.9
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;20/04/2004;1339.13;44.2;59189.54
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;22/04/2004;1340.25;25;33506.25
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;23/04/2004;1343.53;41.6;55890.83
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/04/2004;1355.55;3.8;5151.1
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;27/04/2004;1359.05;30.4;41315.12
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;28/04/2004;1361.27;9;12251.41
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;29/04/2004;1363.5;43;58630.5
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;30/04/2004;1347.8;174.8;235595.8
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;03/05/2004;1363.2;74.8;101967.36
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;04/05/2004;1364.15;39.6;54020.34
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;05/05/2004;1364.28;143.6;195910.6
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;06/05/2004;1362.48;268.6;365962.13
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;07/05/2004;1361.96;67.2;91523.71
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;10/05/2004;1362.09;88;119863.92
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;11/05/2004;1365.38;84.6;115511.14
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;12/05/2004;1367.4;25.6;35005.44
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;13/05/2004;1370.7;46.8;64148.76
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;14/05/2004;1372.08;150.8;206909.66
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;17/05/2004;1373.63;27.2;37362.75
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;18/05/2004;1373.16;17.8;24442.24
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/05/2004;1373.96;22;30227.1
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;20/05/2004;1374.76;71.4;98157.84
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;21/05/2004;1375.56;85.8;118023.01
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;24/05/2004;1378.39;74.6;102827.89
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;25/05/2004;1388.04;156.2;216811.84
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/05/2004;1391.65;68.4;95188.86
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;27/05/2004;1392.66;47.4;66012.05
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;28/05/2004;1394.86;233.2;325281.34
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;31/05/2004;1396.88;13.2;18438.87
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;01/06/2004;1398.02;38.6;53963.56
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/06/2004;1400.36;57.2;80100.56
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;03/06/2004;1401.01;10.4;14570.48
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;04/06/2004;1401.85;44.4;62242.14
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;07/06/2004;1403.53;60.2;84492.49
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;08/06/2004;1404.37;129.8;182287.21
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;09/06/2004;1405.22;23.4;32882.13
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;11/06/2004;1407.79;54;76020.66
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;14/06/2004;1413.4;92;130032.8
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;15/06/2004;1417.53;134.6;190799.54
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;16/06/2004;1421.16;179.6;255240.31
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;17/06/2004;1423.48;25.4;36156.36
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;18/06/2004;1424.47;88.4;125923.12
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;21/06/2004;1427.92;38.2;54546.51
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;22/06/2004;1430.24;58.4;83526.02
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;23/06/2004;1431.24;144.2;206384.8
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;24/06/2004;1433.57;103.6;148517.85
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;25/06/2004;1440.54;52.2;75196.2
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;28/06/2004;1441.75;51.2;73817.6
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;29/06/2004;1440.22;83;119538.27
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;30/06/2004;1437.66;70.4;101211.58
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;01/07/2004;1439.69;195.6;281603.38
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/07/2004;1440.67;53.6;77219.85
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;05/07/2004;1444.06;124.8;180218.64
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;06/07/2004;1447.72;199;288096.28
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;07/07/2004;1450.05;94.4;136884.72
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;08/07/2004;1455.07;136.2;198180.5
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;09/07/2004;1454.71;20.2;29385.11
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;12/07/2004;1457.98;21.6;31492.35
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;13/07/2004;1457.6;32.4;47226.24
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;14/07/2004;1457.23;24.4;35556.42
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;15/07/2004;1459.55;23.6;34445.38
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;16/07/2004;1461.88;235.8;344711.3
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/07/2004;1463.92;16.4;24008.27
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;20/07/2004;1466.25;40.6;59529.75
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;21/07/2004;1467.23;32.6;47831.68
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;22/07/2004;1471.54;79.2;116545.96
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;23/07/2004;1472.61;36.6;53897.5
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/07/2004;1474.95;64;94396.8
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;27/07/2004;1476.03;79;116606.37
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;28/07/2004;1477.11;28.2;41654.48
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;29/07/2004;1478.19;53.2;78639.71
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;30/07/2004;1478.86;16.2;23957.51
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/08/2004;1480.92;34.4;50943.6
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;03/08/2004;1477.67;65.4;96639.58
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;04/08/2004;1475.8;126.4;186541.12
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;05/08/2004;1473.93;81;119388.33
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;06/08/2004;1470.73;39.2;57652.61
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;09/08/2004;1472.37;33.6;49471.62
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;10/08/2004;1471.86;105.2;154839.65
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;11/08/2004;1468.67;15.2;22323.77
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;12/08/2004;1465.5;23.8;34878.9
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;13/08/2004;1462.23;56.8;83054.65
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;16/08/2004;1462.51;9.6;14040.09
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;17/08/2004;1458.03;79;115184.38
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;18/08/2004;1454.91;27.2;39573.53
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;19/08/2004;1455.74;29.2;42507.6
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;20/08/2004;1456.58;45.6;66420.04
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;23/08/2004;1460.12;24.2;35334.88
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;24/08/2004;1460.99;28.6;41784.31
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;25/08/2004;1461.85;20.2;29529.37
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;26/08/2004;1462.72;11.6;16967.54
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;27/08/2004;1462.27;164.2;240104.72
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;30/08/2004;1462.64;11.8;17259.13
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;31/08/2004;1489.72;1;1489.72
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;01/09/2004;1469.29;28.8;42315.55
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;02/09/2004;1468.84;21.8;32020.71
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;03/09/2004;1469.71;10.8;15872.86
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;06/09/2004;1471.43;11.6;17068.6
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;08/09/2004;1472.73;3.6;5301.82
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;09/09/2004;1473.61;18.2;26819.69
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;10/09/2004;1474.49;20.6;30374.49
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;13/09/2004;1476.22;12.6;18600.34
Tesouro IGPM + Juros Semestral 04/2021;01/04/2021;14/09/2004;1477.6;12.2;18026.72
